2021-04-05 15:32:00:1415 | test_01_register line:31 test_register |INFO | 开始执行测试案例：未注册的用户名（6位长度用户名与密码）与邮箱注册_注册成功
传入参数：((<testcase.test_07_testcases.TestTestCases object at 0x0000018CD8AC0DD8>, {'title': '编写人员为纯空格字符_创建用例失败', 'project_data': {'name': 'ulyWk', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}, 'interface_data': {'name': 'SWsIv', 'tester': 'a', 'project_id': 1015, 'desc': 'b'}, 'testcase_data': {'name': 'PtVugroDmtBMktuRhLznEaHySsBQiLeAysGnSelGQLxSTEQJJO', 'interface': {'pid': '1015', 'iid': '586'}, 'include': 'a', 'author': '  ', 'request': 'c'}, 'expect': {'status_code': 400, 'msg': {'author': ['该字段不能为空。']}}, 'sql': ''}), {'token': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTUxNzcsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.0upJ0wh5jWjHXvHnj6BqkdRjLq2NE8O0mW5ikJZwz7s'})，响应结果：{'status_code': 400, 'data': {'author': ['该字段不能为空。']}}
2021-04-05 15:46:34:7981 | test_07_testcases line:56 test_testcases |INFO | 编写人员为纯空格字符_创建用例失败 测试案例执行通过！

2021-04-05 15:46:34:8021 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 15:46:34:9558 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTUxNzcsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.0upJ0wh5jWjHXvHnj6BqkdRjLq2NE8O0mW5ikJZwz7s', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 15:46:34:9558 | test_07_testcases line:32 test_testcases |INFO | 开始执行测试案例：编写人员长度>50_创建用例失败
2021-04-05 15:46:35:1159 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTUxNzcsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.0upJ0wh5jWjHXvHnj6BqkdRjLq2NE8O0mW5ikJZwz7s'}, 'json': {'name': 'iumZk', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}}
2021-04-05 15:46:35:1608 | basi_api line:23 send_http |INFO | 响应结果：{'id': 1016, 'create_time': '2021-04-05T15:46:17.844994+08:00', 'name': 'iumZk', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}
2021-04-05 15:46:35:1618 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/interfaces/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTUxNzcsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.0upJ0wh5jWjHXvHnj6BqkdRjLq2NE8O0mW5ikJZwz7s'}, 'json': {'name': 'EQVqQ', 'tester': 'a', 'project_id': 1016, 'desc': 'b'}}
2021-04-05 15:46:35:2007 | basi_api line:23 send_http |INFO | 响应结果：{'id': 587, 'name': 'EQVqQ', 'tester': 'a', 'project': 'iumZk', 'project_id': 1016, 'desc': 'b', 'create_time': '2021-04-05T15:46:17.898482+08:00'}
2021-04-05 15:46:35:2016 | wrapper line:23 inner |INFO | 
调用函数:case_interface,
传入参数：((<testcase.test_07_testcases.TestTestCases object at 0x0000018CD8B85EB8>, {'title': '编写人员长度>50_创建用例失败', 'project_data': {'name': 'iumZk', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}, 'interface_data': {'name': 'EQVqQ', 'tester': 'a', 'project_id': 1016, 'desc': 'b'}, 'testcase_data': {'name': 'zYJZPUFlMByPziPEuxojzprMkKMSOmMskcmgeQnsXiRnhsdDve', 'interface': {'pid': '#project_id#', 'iid': '#id#'}, 'include': 'a', 'author': 'XCRzWZzVHwmJznAXNOTKGwzlqAwHlUMMRVjJJbCtTKlulNFOMNZ', 'request': 'c'}, 'expect': {'status_code': 400, 'msg': {'author': ['请确保这个字段不能超过 50 个字符。']}}, 'sql': ''}), {'token': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTUxNzcsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.0upJ0wh5jWjHXvHnj6BqkdRjLq2NE8O0mW5ikJZwz7s'})，响应结果：{'status_code': 201, 'data': {'id': 587, 'name': 'EQVqQ', 'tester': 'a', 'project': 'iumZk', 'project_id': 1016, 'desc': 'b', 'create_time': '2021-04-05T15:46:17.898482+08:00'}}
2021-04-05 15:46:35:2814 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/testcases/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTUxNzcsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.0upJ0wh5jWjHXvHnj6BqkdRjLq2NE8O0mW5ikJZwz7s'}, 'json': {'name': 'zYJZPUFlMByPziPEuxojzprMkKMSOmMskcmgeQnsXiRnhsdDve', 'interface': {'pid': '1016', 'iid': '587'}, 'author': 'XCRzWZzVHwmJznAXNOTKGwzlqAwHlUMMRVjJJbCtTKlulNFOMNZ', 'request': 'c', 'include': 'a'}}
2021-04-05 15:46:35:3163 | basi_api line:23 send_http |INFO | 响应结果：{'author': ['请确保这个字段不能超过 50 个字符。']}
2021-04-05 15:46:35:3173 | wrapper line:23 inner |INFO | 
调用函数:case_testcases,
传入参数：((<testcase.test_07_testcases.TestTestCases object at 0x0000018CD8B85EB8>, {'title': '编写人员长度>50_创建用例失败', 'project_data': {'name': 'iumZk', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}, 'interface_data': {'name': 'EQVqQ', 'tester': 'a', 'project_id': 1016, 'desc': 'b'}, 'testcase_data': {'name': 'zYJZPUFlMByPziPEuxojzprMkKMSOmMskcmgeQnsXiRnhsdDve', 'interface': {'pid': '1016', 'iid': '587'}, 'include': 'a', 'author': 'XCRzWZzVHwmJznAXNOTKGwzlqAwHlUMMRVjJJbCtTKlulNFOMNZ', 'request': 'c'}, 'expect': {'status_code': 400, 'msg': {'author': ['请确保这个字段不能超过 50 个字符。']}}, 'sql': ''}), {'token': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTUxNzcsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.0upJ0wh5jWjHXvHnj6BqkdRjLq2NE8O0mW5ikJZwz7s'})，响应结果：{'status_code': 400, 'data': {'author': ['请确保这个字段不能超过 50 个字符。']}}
2021-04-05 15:46:35:3173 | test_07_testcases line:56 test_testcases |INFO | 编写人员长度>50_创建用例失败 测试案例执行通过！

2021-04-05 15:46:35:3223 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 15:46:35:4659 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTUxNzgsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.l73P6RW8Y-SZKxAYq2_nrTfADRD06Xe3MHhQvvBEJVU', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 15:46:35:4669 | test_07_testcases line:32 test_testcases |INFO | 开始执行测试案例：请求信息为空_创建用例失败
2021-04-05 15:46:35:6295 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTUxNzgsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.l73P6RW8Y-SZKxAYq2_nrTfADRD06Xe3MHhQvvBEJVU'}, 'json': {'name': 'kCQdt', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}}
2021-04-05 15:46:35:6634 | basi_api line:23 send_http |INFO | 响应结果：{'id': 1017, 'create_time': '2021-04-05T15:46:18.358723+08:00', 'name': 'kCQdt', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}
2021-04-05 15:46:35:6644 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/interfaces/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTUxNzgsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.l73P6RW8Y-SZKxAYq2_nrTfADRD06Xe3MHhQvvBEJVU'}, 'json': {'name': 'wSSAf', 'tester': 'a', 'project_id': 1017, 'desc': 'b'}}
2021-04-05 15:46:35:7053 | basi_api line:23 send_http |INFO | 响应结果：{'id': 588, 'name': 'wSSAf', 'tester': 'a', 'project': 'kCQdt', 'project_id': 1017, 'desc': 'b', 'create_time': '2021-04-05T15:46:18.402379+08:00'}
2021-04-05 15:46:35:7073 | wrapper line:23 inner |INFO | 
调用函数:case_interface,
传入参数：((<testcase.test_07_testcases.TestTestCases object at 0x0000018CD8B6DE10>, {'title': '请求信息为空_创建用例失败', 'project_data': {'name': 'kCQdt', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}, 'interface_data': {'name': 'wSSAf', 'tester': 'a', 'project_id': 1017, 'desc': 'b'}, 'testcase_data': {'name': 'hEhEKXyETBNUdQoDkUJwkIMiVzKJKxogoFNVCSIxjTmjHAKOmU', 'interface': {'pid': '#project_id#', 'iid': '#id#'}, 'include': 'a', 'author': 'b', 'request': ''}, 'expect': {'status_code': 400, 'msg': {'request': ['该字段不能为空。']}}, 'sql': ''}), {'token': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTUxNzgsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.l73P6RW8Y-SZKxAYq2_nrTfADRD06Xe3MHhQvvBEJVU'})，响应结果：{'status_code': 201, 'data': {'id': 588, 'name': 'wSSAf', 'tester': 'a', 'project': 'kCQdt', 'project_id': 1017, 'desc': 'b', 'create_time': '2021-04-05T15:46:18.402379+08:00'}}
2021-04-05 15:46:35:7981 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/testcases/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTUxNzgsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.l73P6RW8Y-SZKxAYq2_nrTfADRD06Xe3MHhQvvBEJVU'}, 'json': {'name': 'hEhEKXyETBNUdQoDkUJwkIMiVzKJKxogoFNVCSIxjTmjHAKOmU', 'interface': {'pid': '1017', 'iid': '588'}, 'author': 'b', 'request': '', 'include': 'a'}}
2021-04-05 15:46:35:8290 | basi_api line:23 send_http |INFO | 响应结果：{'request': ['该字段不能为空。']}
2021-04-05 15:46:35:8290 | wrapper line:23 inner |INFO | 
调用函数:case_testcases,
传入参数：((<testcase.test_07_testcases.TestTestCases object at 0x0000018CD8B6DE10>, {'title': '请求信息为空_创建用例失败', 'project_data': {'name': 'kCQdt', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}, 'interface_data': {'name': 'wSSAf', 'tester': 'a', 'project_id': 1017, 'desc': 'b'}, 'testcase_data': {'name': 'hEhEKXyETBNUdQoDkUJwkIMiVzKJKxogoFNVCSIxjTmjHAKOmU', 'interface': {'pid': '1017', 'iid': '588'}, 'include': 'a', 'author': 'b', 'request': ''}, 'expect': {'status_code': 400, 'msg': {'request': ['该字段不能为空。']}}, 'sql': ''}), {'token': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTUxNzgsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.l73P6RW8Y-SZKxAYq2_nrTfADRD06Xe3MHhQvvBEJVU'})，响应结果：{'status_code': 400, 'data': {'request': ['该字段不能为空。']}}
2021-04-05 15:46:35:8300 | test_07_testcases line:56 test_testcases |INFO | 请求信息为空_创建用例失败 测试案例执行通过！

2021-04-05 15:47:22:9264 | test_01_register line:31 test_register |INFO | 开始执行测试案例：未注册的用户名（6位长度用户名与密码）与邮箱注册_注册成功
2021-04-05 15:47:23:0550 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/register/', 'method': 'POST', 'json': {'username': 'xSHoDn', 'email': 'yong33@yahoo.com', 'password': '123456', 'password_confirm': '123456'}}
2021-04-05 15:47:23:2146 | basi_api line:23 send_http |INFO | 响应结果：{'id': 492, 'username': 'xSHoDn', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo0OTIsInVzZXJuYW1lIjoieFNIb0RuIiwiZXhwIjoxNjE3Njk1MjI1LCJlbWFpbCI6InlvbmczM0B5YWhvby5jb20ifQ.DpWs0pP464acQdgQUizT4y9dvrkw7zxCIAdLEO2uuVI'}
2021-04-05 15:47:23:2346 | test_01_register line:55 test_register |INFO | 未注册的用户名（6位长度用户名与密码）与邮箱注册_注册成功 测试案例执行通过！

2021-04-05 15:47:23:2386 | test_01_register line:31 test_register |INFO | 开始执行测试案例：未注册的用户名（20位长度用户名与密码）与邮箱注册_注册成功
2021-04-05 15:47:23:3404 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/register/', 'method': 'POST', 'json': {'username': 'WwKXytckGSJHgxIIUJkz', 'email': 'yanghao@yong.cn', 'password': '12345abcde.@$123456+', 'password_confirm': '12345abcde.@$123456+'}}
2021-04-05 15:47:23:5241 | basi_api line:23 send_http |INFO | 响应结果：{'id': 493, 'username': 'WwKXytckGSJHgxIIUJkz', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo0OTMsInVzZXJuYW1lIjoiV3dLWHl0Y2tHU0pIZ3hJSVVKa3oiLCJleHAiOjE2MTc2OTUyMjYsImVtYWlsIjoieWFuZ2hhb0B5b25nLmNuIn0.vEBlnpDHx5n6bA6_dSKVbTI1lnd8OcvHVO0WtPDQJYE'}
2021-04-05 15:47:23:5450 | test_01_register line:55 test_register |INFO | 未注册的用户名（20位长度用户名与密码）与邮箱注册_注册成功 测试案例执行通过！

2021-04-05 15:47:23:5490 | test_01_register line:31 test_register |INFO | 开始执行测试案例：已注册的用户名(未注册邮箱)注册_注册失败
2021-04-05 15:47:23:6787 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/register/', 'method': 'POST', 'json': {'username': 'WwKXytckGSJHgxIIUJkz', 'email': 'bye@wen.cn', 'password': '123456', 'password_confirm': '123456'}}
2021-04-05 15:47:23:7156 | basi_api line:23 send_http |INFO | 响应结果：{'username': ['已存在一位使用该名字的用户。']}
2021-04-05 15:47:23:7165 | test_01_register line:55 test_register |INFO | 已注册的用户名(未注册邮箱)注册_注册失败 测试案例执行通过！

2021-04-05 15:47:23:7195 | test_01_register line:31 test_register |INFO | 开始执行测试案例：注册名长度<6位注册_注册失败
2021-04-05 15:47:23:8105 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/register/', 'method': 'POST', 'json': {'username': 'kekek', 'email': 'qinxiuying@guiying.net', 'password': '123456', 'password_confirm': '123456'}}
2021-04-05 15:47:23:8757 | basi_api line:23 send_http |INFO | 响应结果：{'username': ['仅允许6-20个字符的用户名']}
2021-04-05 15:47:23:8757 | test_01_register line:55 test_register |INFO | 注册名长度<6位注册_注册失败 测试案例执行通过！

2021-04-05 15:47:23:8786 | test_01_register line:31 test_register |INFO | 开始执行测试案例：注册名长度>20位注册_注册失败
2021-04-05 15:47:23:9904 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/register/', 'method': 'POST', 'json': {'username': 'kekekkekekkekekkekekk', 'email': 'fujuan@yahoo.com', 'password': '123456', 'password_confirm': '123456'}}
2021-04-05 15:47:24:0821 | basi_api line:23 send_http |INFO | 响应结果：{'username': ['仅允许6-20个字符的用户名']}
2021-04-05 15:47:24:0821 | test_01_register line:55 test_register |INFO | 注册名长度>20位注册_注册失败 测试案例执行通过！

2021-04-05 15:47:24:0851 | test_01_register line:31 test_register |INFO | 开始执行测试案例：注册名为空_注册失败
2021-04-05 15:47:24:2719 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/register/', 'method': 'POST', 'json': {'username': '', 'email': 'maojie@qian.cn', 'password': '123456', 'password_confirm': '123456'}}
2021-04-05 15:47:24:3078 | basi_api line:23 send_http |INFO | 响应结果：{'username': ['该字段不能为空。']}
2021-04-05 15:47:24:3088 | test_01_register line:55 test_register |INFO | 注册名为空_注册失败 测试案例执行通过！

2021-04-05 15:47:24:3138 | test_01_register line:31 test_register |INFO | 开始执行测试案例：已注册的邮箱_注册失败
2021-04-05 15:47:24:4514 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/register/', 'method': 'POST', 'json': {'username': 'nMxwjJ', 'email': 'yanghao@yong.cn', 'password': '123456', 'password_confirm': '123456'}}
2021-04-05 15:47:24:4973 | basi_api line:23 send_http |INFO | 响应结果：{'email': ['此邮箱已注册']}
2021-04-05 15:47:24:4983 | test_01_register line:55 test_register |INFO | 已注册的邮箱_注册失败 测试案例执行通过！

2021-04-05 15:47:24:5013 | test_01_register line:31 test_register |INFO | 开始执行测试案例：不符合标准格式的邮箱注册_注册失败
2021-04-05 15:47:24:5830 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/register/', 'method': 'POST', 'json': {'username': 'OksuIT', 'email': '84351224qq.com', 'password': '123456', 'password_confirm': '123456'}}
2021-04-05 15:47:24:6180 | basi_api line:23 send_http |INFO | 响应结果：{'email': ['请输入合法的邮件地址。']}
2021-04-05 15:47:24:6180 | test_01_register line:55 test_register |INFO | 不符合标准格式的邮箱注册_注册失败 测试案例执行通过！

2021-04-05 15:47:24:6209 | test_01_register line:31 test_register |INFO | 开始执行测试案例：邮箱为空_注册失败
2021-04-05 15:47:24:7566 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/register/', 'method': 'POST', 'json': {'username': 'ZAEBhK', 'email': '', 'password': '123456', 'password_confirm': '123456'}}
2021-04-05 15:47:24:9132 | basi_api line:23 send_http |INFO | 响应结果：{'id': 494, 'username': 'ZAEBhK', 'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo0OTQsInVzZXJuYW1lIjoiWkFFQmhLIiwiZXhwIjoxNjE3Njk1MjI3LCJlbWFpbCI6IiJ9.6Yij5oAYAQDZmeWuw8UvrcU-tC4d70ededaycGOb21I'}
2021-04-05 15:47:24:9142 | handle_assert line:20 eq |ERROR | eq断言失败，预期结果：400，实际结果：201
2021-04-05 15:47:24:9142 | handle_assert line:21 eq |ERROR | 用例失败！

2021-04-05 15:47:24:9531 | test_01_register line:31 test_register |INFO | 开始执行测试案例：密码长度<6位_注册失败
2021-04-05 15:47:25:1007 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/register/', 'method': 'POST', 'json': {'username': 'rpMgQV', 'email': 'akang@shenyan.cn', 'password': '12345', 'password_confirm': '12345'}}
2021-04-05 15:47:25:1366 | basi_api line:23 send_http |INFO | 响应结果：{'password': ['仅允许6-20个字符的密码'], 'password_confirm': ['仅允许6~20个字符的确认密码']}
2021-04-05 15:47:25:1366 | test_01_register line:55 test_register |INFO | 密码长度<6位_注册失败 测试案例执行通过！

2021-04-05 15:47:25:1405 | test_01_register line:31 test_register |INFO | 开始执行测试案例：密码长度>20位_注册失败
2021-04-05 15:47:25:2732 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/register/', 'method': 'POST', 'json': {'username': 'RFNVJD', 'email': 'xuxia@guofeng.cn', 'password': '123451234512345123456', 'password_confirm': '123451234512345123456'}}
2021-04-05 15:47:25:3011 | basi_api line:23 send_http |INFO | 响应结果：{'password': ['仅允许6-20个字符的密码'], 'password_confirm': ['仅允许6~20个字符的确认密码']}
2021-04-05 15:47:25:3011 | test_01_register line:55 test_register |INFO | 密码长度>20位_注册失败 测试案例执行通过！

2021-04-05 15:47:25:3131 | test_01_register line:31 test_register |INFO | 开始执行测试案例：密码与确认密码不一致_注册失败
2021-04-05 15:47:25:4647 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/register/', 'method': 'POST', 'json': {'username': 'dKSZGS', 'email': 'zengjie@hotmail.com', 'password': '123456', 'password_confirm': '1234567'}}
2021-04-05 15:47:25:5126 | basi_api line:23 send_http |INFO | 响应结果：{'non_field_errors': ['两次输入密码不正确']}
2021-04-05 15:47:25:5126 | test_01_register line:55 test_register |INFO | 密码与确认密码不一致_注册失败 测试案例执行通过！

2021-04-05 15:47:25:5165 | test_01_register line:31 test_register |INFO | 开始执行测试案例：密码为空_注册失败
2021-04-05 15:47:25:6831 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/register/', 'method': 'POST', 'json': {'username': 'Ysidwc', 'email': 'oliang@gmail.com', 'password': '', 'password_confirm': '123456'}}
2021-04-05 15:47:25:7459 | basi_api line:23 send_http |INFO | 响应结果：{'password': ['该字段不能为空。']}
2021-04-05 15:47:25:7469 | test_01_register line:55 test_register |INFO | 密码为空_注册失败 测试案例执行通过！

2021-04-05 15:47:25:7499 | test_01_register line:31 test_register |INFO | 开始执行测试案例：确认密码为空_注册失败
2021-04-05 15:47:25:8985 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/register/', 'method': 'POST', 'json': {'username': 'AczoPl', 'email': 'yiming@yang.cn', 'password': '123456', 'password_confirm': ''}}
2021-04-05 15:47:25:9414 | basi_api line:23 send_http |INFO | 响应结果：{'password_confirm': ['该字段不能为空。']}
2021-04-05 15:47:25:9424 | test_01_register line:55 test_register |INFO | 确认密码为空_注册失败 测试案例执行通过！

2021-04-05 15:47:25:9913 | test_02_check_username_register line:32 test_check_username_register |INFO | 开始执行测试案例：判断已注册的用户名_已注册
2021-04-05 15:47:26:1259 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/ZAEBhK/count/', 'method': 'GET'}
2021-04-05 15:47:26:1579 | basi_api line:23 send_http |INFO | 响应结果：{'username': 'ZAEBhK', 'count': 1}
2021-04-05 15:47:26:1808 | test_02_check_username_register line:53 test_check_username_register |INFO | 判断已注册的用户名_已注册 测试案例执行通过！

2021-04-05 15:47:26:1848 | test_02_check_username_register line:32 test_check_username_register |INFO | 开始执行测试案例：判断未注册的用户名_未注册
2021-04-05 15:47:26:3533 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/ZpGZxY/count/', 'method': 'GET'}
2021-04-05 15:47:26:3912 | basi_api line:23 send_http |INFO | 响应结果：{'username': 'ZpGZxY', 'count': 0}
2021-04-05 15:47:26:4141 | test_02_check_username_register line:53 test_check_username_register |INFO | 判断未注册的用户名_未注册 测试案例执行通过！

2021-04-05 15:47:26:4830 | test_03_check_email_register line:32 test_check_email_register |INFO | 开始执行测试案例：判断已注册的邮箱_已注册
2021-04-05 15:47:26:5947 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/yanghao@yong.cn/count/', 'method': 'GET'}
2021-04-05 15:47:26:6266 | basi_api line:23 send_http |INFO | 响应结果：{'email': 'yanghao@yong.cn', 'count': 1}
2021-04-05 15:47:26:6545 | test_03_check_email_register line:53 test_check_email_register |INFO | 判断已注册的邮箱_已注册 测试案例执行通过！
